word,type
索然寡味,neg
索然無味,neg
緊張不安,neg
緊急事件,neg
緊急狀況,neg
緊急需要,neg
緊要關頭,neg
累塊積蘇,neg
累牘連篇,neg
絮絮叨叨,neg
綦谿利跂,neg
紅不棱登,neg
紅顏薄命,neg
紈绔子弟,neg
紀律處分,neg
綱紀廢弛,neg
納履踵決,neg
紙上談兵,neg
紙醉金迷,neg
紋絲不動,neg
線性代數,neg
細大不捐,neg
終天之恨,neg
經濟危機,neg
經營不善,neg
經驗不足,neg
經驗主義,neg
結黨營私,neg
結構力學,neg
結核杆菌,neg
結結巴巴,neg
結駟聯騎,neg
結駟連騎,neg
絞盡腦汁,neg
繡花枕頭,neg
繩之以法,neg
維爾馬倫,neg
綿力薄材,neg
綿裡藏針,neg
繃著的臉,neg
緘口藏舌,neg
緣木求魚,neg
縫你嘴巴,neg
縮頭縮尾,neg
縮頭縮腦,neg
縮手縮腳,neg
缺乏興趣,neg
缺乏幽默,neg
缺乏感情,neg
缺乏才智,neg
缺乏教養,neg
缺乏自信,neg
缺心眼兒,neg
缺斤短兩,neg
罄竹難書,neg
網漏吞舟,neg
羅哩吧唆,neg
罰不當罪,neg
罪不容誅,neg
罪加一等,neg
罪在不赦,neg
罪大惡極,neg
罪孽深重,neg
罪當萬死,neg
罪惡多端,neg
罪惡如山,neg
罪惡昭彰,neg
罪惡昭著,neg
罪惡深重,neg
罪惡滔天,neg
罪有應得,neg
罪的宣告,neg
罪莫大焉,neg
罪該萬死,neg
罪魁禍首,neg
置之不理,neg
置之不顧,neg
置之度外,neg
置之腦後,neg
置於腦後,neg
置若罔聞,neg
置身事外,neg
羊狠狼貪,neg
羊腸小道,neg
羊落虎口,neg
羊質虎皮,neg
美中不足,neg
羞與為伍,neg
羞人答答,neg
羞羞答答,neg
群魔亂舞,neg
翻雲覆雨,neg
翻來覆去,neg
翻江倒海,neg
翻然悔悟,neg
翻翻覆覆,neg
翻黃倒皁,neg
耀武揚威,neg
老不曉事,neg
老於世故,neg
老八輩子,neg
老奸巨滑,neg
老奸巨猾,neg
老實巴交,neg
老弱病殘,neg
老態龍鐘,neg
老氣橫秋,neg
老淚橫流,neg
老淚縱橫,neg
老牛破車,neg
老生常談,neg
老羞成怒,neg
老蠶作繭,neg
老調重彈,neg
老謀深算,neg
耍什麼狠,neg
耍嘴皮子,neg
耍心眼兒,neg
耳視目食,neg
耳軟心活,neg
耳食之談,neg
耳鼻喉科,neg
聳人聽聞,neg
耿耿於懷,neg
聊以卒歲,neg
聊以塞責,neg
聊以自慰,neg
職業道德,neg
聚訟紛紜,neg
肆意妄為,neg
肆意橫行,neg
肆無忌憚,neg
肆行無忌,neg
肆言如狂,neg
肆言詈辱,neg
肆言謾罵,neg
肉食者鄙,neg
肘掖生變,neg
肘脅之患,neg
肘腋之患,neg
肝腸寸斷,neg
肝髓流野,neg
腸肥腦滿,neg
膚末支離,neg
膚皮潦草,neg
膚粟股栗,neg
膚見謭識,neg
肥頭大耳,neg
肥腸滿腦,neg
肥馬輕裘,neg
腎上腺素,neg
脅肩低眉,neg
脅肩低首,neg
脅肩諂笑,neg
膽喪魂驚,neg
膽喪魂消,neg
膽大包天,neg
膽大妄為,neg
膽大心粗,neg
膽寒發豎,neg
膽小如豆,neg
膽小如鼠,neg
膽小如鼷,neg
膽小怕事,neg
膽小的人,neg
膽戰心寒,neg
膽戰心驚,neg
膽戰心慌,neg
膽戰心搖,neg
膽裂魂飛,neg
膽顫心驚,neg
背義忘恩,neg
背義負信,neg
背義負恩,neg
背信棄義,neg
背倍棄義,neg
背公向私,neg
背公營私,neg
背山起樓,neg
背思忘義,neg
背恩棄義,neg
背恩忘義,neg
背恩負義,neg
背本就末,neg
背本趨末,neg
背盟敗約,neg
背道而馳,neg
胡亂對付,neg
胡作亂為,neg
胡作非為,neg
胡子拉碴,neg
胡子拉茬,neg
胡思亂想,neg
胡思亂量,neg
胡拉亂扯,neg
胡攪蠻纏,neg
胡支扯葉,neg
胡枝扯葉,neg
胡猜亂想,neg
胡蘿卜素,neg
胡行亂為,neg
胡言亂語,neg
胡言亂道,neg
胡謅亂扯,neg
胡謅亂說,neg
胡謅亂道,neg
胡謅八扯,neg
胡說亂道,neg
胡說八道,neg
胡說白道,neg
脛大於股,neg
胯下蒲伏,neg
膠柱調瑟,neg
胸中無數,neg
胸中鱗甲,neg
胸無大志,neg
胸無點墨,neg
脆而不堅,neg
臟心爛肺,neg
腦中無數,neg
腦滿腸肥,neg
腳忙手亂,neg
腳步沈重,neg
腳高步低,neg
脫口說出,neg
脫離常規,neg
脫離聯邦,neg
臉上發紅,neg
臉無人色,neg
臉紅筋暴,neg
臉紅耳熱,neg
臉青鼻腫,neg
臉黃肌瘦,neg
脾氣暴躁,neg
脾氣爆躁,neg
腐化墮落,neg
腐朽沒落,neg
腐敗墮落,neg
腥風血雨,neg
腰椎間盤,neg
腹心之疾,neg
腹有鱗甲,neg
腹背受敵,neg
腹誹心謗,neg
騰雲駕霧,neg
膏粱子弟,neg
膏脣岐舌,neg
膏脣拭舌,neg
膏脣販舌,neg
自不量力,neg
自以為是,neg
自任不凡,neg
自作主張,neg
自作多情,neg
自作聰明,neg
自作自受,neg
自賣自夸,neg
自取其咎,neg
自取其禍,neg
自取滅亡,neg
自吹自擂,neg
自命不凡,neg
自命清高,neg
自尋煩惱,neg
自尋短見,neg
自怨自艾,neg
自恃其才,neg
自慚形穢,neg
自我中心,neg
自我標榜,neg
自我解嘲,neg
自我陶醉,neg
自找麻煩,neg
自掘墳墓,neg
自暴自棄,neg
自欺欺人,neg
自求多福,neg
自甘墮落,neg
自生自滅,neg
自用則小,neg
自由心証,neg
自由放任,neg
自相殘害,neg
自相殘殺,neg
自相水火,neg
自相矛盾,neg
自相魚肉,neg
自私自利,neg
自行其是,neg
自討沒趣,neg
自討苦吃,neg
自輕自賤,neg
自食其果,neg
自食其言,neg
自食惡果,neg
自高其功,neg
自高自大,neg
自鳴得意,neg
臭不可當,neg
臭不可聞,neg
臭名昭彰,neg
臭名昭著,neg
臭名遠揚,neg
臭味相投,neg
臭氣沖天,neg
臭氣熏天,neg
臭肉來蠅,neg
至死不悟,neg
致命之物,neg
舌劍唇槍,neg
舌頭斷掉,neg
舌撟不下,neg
舌敝唇焦,neg
舌敝耳聾,neg
舌面前音,neg
舍本事末,neg
舍本求末,neg
舍本逐末,neg
舍近務遠,neg
舍近即遠,neg
舍近求遠,neg
舐皮論骨,neg
舐糠及米,neg
舒頭探腦,neg
舞文巧詆,neg
舞文弄墨,neg
舞文弄法,neg
舞文飾智,neg
舞爪張牙,neg
舟中敵國,neg
良心不安,neg
良莠不齊,neg
艱難竭蹶,neg
色厲內荏,neg
艴然不悅,neg
節外生枝,neg
節節敗退,neg
節衣縮食,neg
花不棱登,neg
花天酒地,neg
花拳繡腿,neg
花殘月缺,neg
花花公子,neg
花花搭搭,neg
花街柳巷,neg
花言巧語,neg
苗而不秀,neg
苛捐雜稅,neg
苞苴竿牘,neg
苟且偷安,neg
苟且偷生,neg
苟合取容,neg
苟延殘喘,neg
若有所喪,neg
苦不堪言,neg
苦口良藥,neg
苦大仇深,neg
苦的東西,neg
英年早逝,neg
英雄氣短,neg
煢煢孑立,neg
茫無頭緒,neg
荊室蓬戶,neg
荊棘銅駝,neg
草木皆兵,neg
草率從事,neg
草率收兵,neg
草草了事,neg
草草收兵,neg
草菅人命,neg
草行露宿,neg
草衣木食,neg
草間求活,neg
荒無人煙,neg
荒淫無度,neg
荒淫無恥,neg
荒淫無道,neg
荒誕不經,neg
荒誕無稽,neg
荒謬絕倫,neg
蕩析離居,neg
蕩檢逾閑,neg
蕩然無存,neg
藥店飛龍,neg
荼毒生靈,neg
莫予毒也,neg
莫名其妙,neg
莫名奇妙,neg
莫明其妙,neg
莫明奇妙,neg
莫此為甚,neg
莫辨楮葉,neg
莽莽撞撞,neg
莽莽蒼蒼,neg
萎靡不振,neg
營私作弊,neg
營私植黨,neg
營私罔利,neg
營私舞弊,neg
營營苟苟,neg
營蠅斐錦,neg
蕭牆之危,neg
落井下石,neg
落後程度,neg
落拓不羈,neg
落月屋梁,neg
落花流水,neg
落荒而逃,neg
落落寡合,neg
落落難合,neg
落魄江湖,neg
葡萄球菌,neg
蒙受恥辱,neg
蒙在鼓裡,neg
蒙頭轉向,neg
蒙昧無知,neg
蒙混過關,neg
蒿目時艱,neg
蓬頭歷齒,neg
蓬頭垢面,neg
蓬頭散發,neg
蓬戶瓮牖,neg
蓬戶篳門,neg
蔫不出溜,neg
蔫不唧兒,neg
蔫頭耷腦,neg
蔽美揚惡,neg
蔽聰塞明,neg
薄唇輕言,neg
藏垢納污,neg
藏頭露尾,neg
虎頭蛇尾,neg
虎尾春冰,neg
虎視眈眈,neg
虛與委蛇,neg
虛倩假意,neg
虛應故事,neg
虛張聲勢,neg
虛情假意,neg
虛擲光陰,neg
虛無縹緲,neg
虛無飄渺,neg
虛有其表,neg
虛詞詭說,neg
虛談高議,neg
虛費詞說,neg
虛驕恃氣,neg
虱處裈中,neg
螞蟻緣槐,neg
蚍蜉帶盆,neg
蚍蜉撼樹,neg
蠶食鯨吞,neg
蛇欲吞象,neg
蛇蠍為心,neg
蛇蠍心腸,neg
蠱惑人心,neg
蠻不講理,neg
蠻橫無理,neg
蠻橫行為,neg
蜀犬吠日,neg
蜂擁而上,neg
蛻化變質,neg
蝸名微利,neg
蝸舍荊扉,neg
蝸行牛步,neg
蝸角虛名,neg
蜻蜓點水,neg
蠅營狗苟,neg
蟬腹龜腸,neg
螳臂當車,neg
蠢頭蠢腦,neg
蠢如鹿豕,neg
蠢蠢欲動,neg
蠹眾木折,neg
血債累累,neg
血口噴人,neg
血本無歸,neg
血氣方剛,neg
血淚盈襟,neg
血流如注,neg
血流成河,neg
血流漂杵,neg
血雨腥風,neg
行不從徑,neg
行不副言,neg
行為不檢,neg
行為不端,neg
行為不良,neg
行奸賣俏,neg
行將就木,neg
行尸走肉,neg
行尸走骨,neg
行成於思,neg
行濁言清,neg
行色匆匆,neg
衒玉求售,neg
衒玉自售,neg
街號巷哭,neg
衣不蔽體,neg
衣冠禽獸,neg
衣架飯囊,neg
衣繡晝行,neg
衣衫不整,neg
衣錦還鄉,neg
衣食不周,neg
表示忿恨,neg
表裡為奸,neg
表面粗糙,neg
袞袞諸公,neg
袍笏登場,neg
袒裼裸裎,neg
袖手旁觀,neg
被擦模糊,neg
被放逐者,neg
被雷打死,neg
襲人故技,neg
襲人故智,neg
裝怯作勇,neg
裝模作樣,neg
裝模做樣,neg
裝潢門面,neg
裝點門面,neg
裝瘋賣傻,neg
裝神弄鬼,neg
裝竊聽器,neg
裝聾作啞,neg
裝腔作勢,neg
裒斂無厭,neg
裘弊金盡,neg
裙帶關系,neg
裹足不前,neg
褎如充耳,neg
西甲雙雄,neg
要死要活,neg
要被當了,neg
覆雨翻雲,neg
見不得人,neg
見事生風,neg
見事風生,neg
見利忘義,neg
見噎廢食,neg
見小闇大,neg
見異思遷,neg
見異思迂,neg
見彈求鸮,neg
見彈求鶚,neg
見死不救,neg
見神見鬼,neg
見笑大方,neg
見識短淺,neg
見豕負涂,neg
見財起意,neg
見錢眼開,neg
見錢眼紅,neg
見風使帆,neg
見風使舵,neg
見風使船,neg
見風是雨,neg
見風轉篷,neg
見風轉舵,neg
觀場矮人,neg
觀望不前,neg
觀眉說眼,neg
規求無度,neg
規章制度,neg
規行矩止,neg
視丹如綠,neg
視為兒戲,neg
視為寇讎,neg
視為畏途,neg
視同兒戲,neg
視同秦越,neg
視同路人,neg
視同陌路,neg
視如土芥,neg
視如寇仇,neg
視如敝屣,neg
視如糞土,neg
視如草芥,neg
視如陌路,neg
視而不見,neg
視若兒戲,neg
視若無睹,neg
視若草芥,neg
視若路人,neg
視財如命,neg
視遠步高,neg
覺得疼痛,neg
角巾私第,neg
角戶分門,neg
解衣包火,neg
解衣抱火,neg
觸景傷情,neg
觸目興嘆,neg
觸目驚心,neg
言三語四,neg
言不及義,neg
言不盡意,neg
言不由衷,neg
言不顧行,neg
言之無物,neg
言外之意,neg
言多必失,neg
言歸正傳,neg
言而不信,neg
言而無信,neg
言而無情,neg
言行不一,neg
言行相詭,neg
言過其實,neg
計功謀利,neg
計窮途拙,neg
認奴作郎,neg
認賊為子,neg
認賊作父,neg
討價還價,neg
討厭的事,neg
討厭的人,neg
討是尋非,neg
討流溯源,neg
讓你好看,neg
訕皮訕臉,neg
讬之空言,neg
讬於空言,neg
讬公報私,neg
讬公行私,neg
讬鳳攀龍,neg
讬諸空言,neg
諱惡不悛,neg
諱疾忌醫,neg
訝然失色,neg
訛以傳訛,neg
訛以滋訛,neg
論甘忌辛,neg
論短道長,neg
論資排輩,neg
論長說短,neg
論長道短,neg
論高寡合,neg
論黃數白,neg
論黃數黑,neg
諷剌之事,neg
設伏地點,neg
設心處慮,neg
設心積慮,neg
証龜成鱉,neg
評頭品足,neg
評頭論足,neg
詐奸不及,neg
詐敗佯輸,neg
詞不達意,neg
詞窮理屈,neg
試嘗輒止,neg
詩書發塚,neg
詰屈磝碻,neg
詰屈聱牙,neg
詰屈謷牙,neg
詰曲聱牙,neg
詰诎聱牙,neg
誠惶誠恐,neg
誅盡殺絕,neg
誅求不已,neg
誅求無厭,neg
誅求無已,neg
誅求無度,neg
誅鋤異己,neg
話不投機,neg
話中有話,neg
話長說短,neg
誕妄不經,neg
誕幻不經,neg
誕罔不經,neg
誕謾不經,neg
詭不詭異,neg
詭形奇制,neg
詭銜竊轡,neg
詭言浮說,neg
詭計多端,neg
詭誕不經,neg
詭雅異俗,neg
語無倫次,neg
語無詮次,neg
語言無味,neg
語近詞冗,neg
誤人子弟,neg
誤入歧途,neg
誤國殃民,neg
誤國殄民,neg
誘捕野獸,neg
誘秦誆楚,neg
誨奸導淫,neg
誨淫誨盜,neg
誑時惑眾,neg
說三道四,neg
說不過去,neg
說嘴打嘴,neg
說地談天,neg
說打就打,neg
說是弄非,neg
說是談非,neg
說是道非,neg
說法不一,neg
說白道綠,neg
說白道黑,neg
說短論長,neg
說長道短,neg
說風涼話,neg
說黃道黑,neg
諸如此類,neg
課嘴撩牙,neg
課語訛言,neg
誰死誰亡,neg
調三惑四,neg
調停兩用,neg
調嘴學舌,neg
調嘴弄舌,neg
調嘴調舌,neg
調脣弄舌,neg
調詞架訟,neg
諂上抑下,neg
諂上欺下,neg
諂山傲下,neg
諂笑脅肩,neg
諂詞令色,neg
談優務劣,neg
談何容易,neg
談空說有,neg
談虎色變,neg
談過其實,neg
謀圖不軌,neg
謀財害命,neg
諫尸謗屠,neg
謔而不虐,neg
讒口嗷嗷,neg
讒口鑠金,neg
謹小慎微,neg
謾不經意,neg
謾天昧地,neg
謾天謾地,neg
謾藏誨盜,neg
謾辭譁說,neg
謬以千裡,neg
謬妄無稽,neg
謬想天開,neg
謬種流傳,neg
譖下謾上,neg
豆剖瓜分,neg
豆萁相煎,neg
豆重榆瞑,neg
豕分蛇斷,neg
豕突狼奔,neg
象齒焚身,neg
豪取智籠,neg
豪奪巧取,neg
豪干暴取,neg
豺狐之心,neg
豺狼當路,neg
豺狼當道,neg
豺狼成性,neg
豺狼橫道,neg
豺虎肆虐,neg
貂狗相屬,neg
貌似公正,neg
貌似強大,neg
貌似真實,neg
貌合心離,neg
貌合神離,neg
貌合行離,neg
貌是心非,neg
貌是情非,neg
貌離神合,neg
負義忘恩,neg
負俗之累,neg
負債累累,neg
負地矜才,neg
負德孤恩,neg
負德背義,neg
負恩忘義,neg
負恩背義,neg
負才任氣,neg
負才使氣,neg
負才傲物,neg
負材任氣,neg
負材矜地,neg
負氣斗狠,neg
負荊請罪,neg
負薪救火,neg
負隅頑抗,neg
財務報表,neg
財政危機,neg
財迷心竅,neg
敗俗傷化,neg
敗俗傷風,neg
敗軍之將,neg
敗化傷風,neg
敗國喪家,neg
敗國亡家,neg
敗德辱行,neg
敗材傷錦,neg
敗柳殘花,neg
貨賂公行,neg
質傴影曲,neg
質非文是,neg
販交買名,neg
貪功起釁,neg
貪吃懶做,neg
貪名逐利,neg
貪吏猾胥,neg
貪墨成風,neg
貪聲逐色,neg
貪多務得,neg
貪大求全,neg
貪天之功,neg
貪夫徇財,neg
貪夫殉利,neg
貪夫殉財,neg
貪夫狥財,neg
貪如虎狼,neg
貪婪地吃,neg
貪婪無厭,neg
貪官污吏,neg
貪小失大,neg
貪得無厭,neg
貪心不足,neg
貪惏無饜,neg
貪戾無厭,neg
貪歡逐樂,neg
貪欲無厭,neg
貪欲無藝,neg
貪求無厭,neg
貪求無已,neg
貪汙狼藉,neg
貪污腐化,neg
貪生不死,neg
貪生怕死,neg
貪生惡死,neg
貪生畏死,neg
貪而無信,neg
貪花戀酒,neg
貪榮慕利,neg
貪財好色,neg
貪財好賄,neg
貪財戀色,neg
貪賄無藝,neg
貪贓壞法,neg
貪贓枉法,neg
貧嘴惡舌,neg
貧嘴滑舌,neg
貧嘴薄舌,neg
貧嘴賤舌,neg
貧富懸殊,neg
貧病交迫,neg
貧賤驕人,neg
貯藏貨物,neg
貫盈惡稔,neg
賤命一條,neg
賤目貴耳,neg
貴不召驕,neg
貴不期驕,neg
貴人多忘,neg
貴古賤今,neg
貴壯賤弱,neg
貴壯賤老,neg
貴少賤老,neg
貴耳賤目,neg
貴遠賤近,neg
貴遠鄙近,neg
貿易矛盾,neg
貿然輕率,neg
貿首之讎,neg
費列羅裡,neg
費力地做,neg
費盡心機,neg
費用浩大,neg
貽害無窮,neg
貽笑大方,neg
賊人膽虛,neg
賊去關門,neg
賊喊捉賊,neg
賊頭狗腦,neg
賊頭賊腦,neg
賊頭鬼腦,neg
賊頭鼠腦,neg
賊子亂臣,neg
賊眉賊眼,neg
賊眉鼠眼,neg
賊臣亂子,neg
賊臣逆子,neg
賄貨公行,neg
賄賂公行,neg
贓官污吏,neg
贓汙狼藉,neg
贓污狼籍,neg
贓污狼藉,neg
贓盈惡貫,neg
贓私狼籍,neg
贓私狼藉,neg
贓貨狼藉,neg
贓賄狼籍,neg
贓賄狼藉,neg
賦閑無事,neg
賞不當功,neg
賞同罰異,neg
賞罰不信,neg
賞罰不當,neg
賞罰不明,neg
賞罰無章,neg
賠禮道歉,neg
贅食太倉,neg
赤口毒舌,neg
走回頭路,neg
走投無路,neg
走散的人,neg
走馬看花,neg
走馬觀花,neg
趕盡殺絕,neg
趕快消失,neg
趕這樣說,neg
起早摸黑,neg
起早貪黑,neg
趁亂搶劫,neg
趁人之危,neg
趁火打劫,neg
超越誤差,neg
越俎代庖,neg
越想越氣,neg
越扶越醉,neg
趨炎附勢,neg
趑趄不前,neg
足不出戶,neg
足不出門,neg
足不窺戶,neg
足不逾戶,neg
足尺加二,neg
足高氣強,neg
足高氣揚,neg
趾高氣揚,neg
跅幪不羈,neg
跅弛不羈,neg
跅弢不羈,neg
跋前躓後,neg
跋扈恣睢,neg
跋扈自恣,neg
跌彈斑鳩,neg
跌腳捶胸,neg
跌腳搥胸,neg
跌腳槌胸,neg
跑跑跳跳,neg
距人千裡,neg
跩什麼跩,neg
跩什麼鬼,neg
路人皆知,neg
路叟之憂,neg
路柳牆花,neg
跳梁小丑,neg
踐規踏矩,neg
跼天促地,neg
跼天蹐地,neg
跼高蹐厚,neg
躊躇不決,neg
躊躇不前,neg
踞爐炭上,neg
踟躕不前,neg
踽踽獨行,neg
蹀躞不下,neg
蹈人舊轍,neg
蹈其覆轍,neg
蹈常襲故,neg
蹉跎自誤,neg
蹊田奪牛,neg
躡手躡腳,neg
蹣跚地走,neg
蹙國喪師,neg
蹙國百裡,neg
蹙蹙靡騁,neg
躁言丑句,neg
身不由主,neg
身不遇時,neg
身先朝露,neg
身單力薄,neg
身名俱滅,neg
身名俱敗,neg
身廢名裂,neg
身微力薄,neg
身心交瘁,neg
身無分文,neg
身敗名裂,neg
身敗名隳,neg
身首異地,neg
車轱轆話,neg
軒然大波,neg
轉喉觸諱,neg
轉彎抹角,neg
轉來轉去,neg
軟體動物,neg
軟弱無力,neg
軟硬兼施,neg
轟動一時,neg
轟堂大笑,neg
轟隆轟隆,neg
轢釜待炊,neg
輕世做物,neg
輕世傲物,neg
輕世肆志,neg
輕舉妄動,neg
輕於鴻毛,neg
輕嘴薄舌,neg
輕描淡寫,neg
輕易停止,neg
輕蔑地笑,neg
輕薄無知,neg
輕薄無禮,neg
輕薄無行,neg
輕言寡信,neg
輕言肆口,neg
輕諾寡信,neg
輕重倒置,neg
輸水管線,neg
輸油管線,neg
輾轉難眠,neg
轍亂旗靡,neg
辛辛苦苦,neg
辭不達意,neg
辯護律師,neg
辱國喪師,neg
辱國殃民,neg
辱國殄民,neg
辱身敗名,neg
辱門敗戶,neg
遷延時日,neg
遷怒於人,neg
遷臣逐客,neg
迂回曲折,neg
迂談闊論,neg
過分操心,neg
過屠大嚼,neg
過意不去,neg
過橋抽板,neg
過猶不及,neg
過甚其詞,neg
過甚其辭,neg
過街老鼠,neg
迎奸賣俏,neg
運斧般門,neg
還想怎樣,neg
還珠買櫝,neg
進寸退尺,neg
進行威脅,neg
進退兩端,neg
進退兩難,neg
進退亡據,neg
進退雙難,neg
進退失圖,neg
進退失所,neg
進退失措,neg
進退惟谷,neg
進退無依,neg
進退無所,neg
進退無據,neg
進退無措,neg
進退無途,neg
進退狐疑,neg
進退狼狽,neg
進退維艱,neg
進退維谷,neg
進退觸籬,neg
進退跋疐,neg
進退路窮,neg
進退迍邅,neg
進退首鼠,neg
進道若踡,neg
進道若退,neg
進銳退速,neg
違鄉負俗,neg
違反教規,neg
違天害理,neg
違天悖人,neg
違天悖理,neg
違天逆理,neg
違害就利,neg
違強陵弱,neg
違心之論,neg
違抗命令,neg
違條犯法,neg
違條舞法,neg
違法亂紀,neg
違法行為,neg
違禁物品,neg
違背習俗,neg
連帙累牘,neg
連明達夜,neg
連理分枝,neg
連章累牘,neg
連篇累冊,neg
連篇累帙,neg
連篇累幀,neg
連篇累幅,neg
連篇累牘,neg
連篇絫幅,neg
連篇絫牘,neg
連續不斷,neg
連編累牘,neg
連鎖反應,neg
遲疑不決,neg
迫不及待,neg
迫不得已,neg
迫切需要,neg
迫在眉睫,neg
迷人眼目,neg
迷信引起,neg
迷天大謊,neg
迷頭認影,neg
迷戀骸骨,neg
迷離徜仿,neg
迷而不反,neg
迷而不返,neg
迷花沾草,neg
迷迷瞪瞪,neg
迷迷糊糊,neg
迷迷蕩蕩,neg
迷金醉紙,neg
迷魂奪魄,neg
迷魂淫魄,neg
追悔莫及,neg
追懽賣笑,neg
追歡買笑,neg
追歡作樂,neg
追歡取樂,neg
追訴時效,neg
追趨逐耆,neg
追魂奪魄,neg
退有後言,neg
送去迎來,neg
送往迎來,neg
送舊迎新,neg
適得其反,neg
適於屠宰,neg
逃之夭夭,neg
逃走的人,neg
逃避義務,neg
逃避職責,neg
逃避責任,neg
逆反心理,neg
逆天暴物,neg
逆來順受,neg
逆道亂常,neg
逍遙法外,neg
逍遙自娛,neg
透不過氣,neg
逐出教會,neg
逐名趨勢,neg
逐宕失返,neg
逐影吠聲,neg
逐影隨波,neg
逐末棄本,neg
逐末忘本,neg
逐末舍本,neg
逐流忘返,neg
逐浪隨波,neg
逐漸消耗,neg
逐物不還,neg
逐臭之夫,neg
逐近棄遠,neg
逐逐眈眈,neg
途窮日暮,neg
通同作弊,neg
通告廢除,neg
通奸行為,neg
通貨膨脹,neg
通風討信,neg
逝者如斯,neg
逞性妄為,neg
造化小兒,neg
造惡不悛,neg
造成損失,neg
造成損害,neg
造成破壞,neg
造成錯覺,neg
造言生事,neg
造謠中傷,neg
造謠惑眾,neg
造謠生事,neg
造謗生事,neg
逼上梁山,neg
逼不得已,neg
逼人太甚,neg
逼良為娼,neg
逾牆窺蠙,neg
逾牆鑽穴,neg
逾淮之橘,neg
逾閑蕩檢,neg
遁天倍情,neg
遁天妄行,neg
遂迷不寤,neg
遂迷忘反,neg
遂非文過,neg
遇事生端,neg
遇事生風,neg
遇人不淑,neg
道東說西,neg
道傍苦李,neg
道聽耳食,neg
道學先生,neg
道盡途窮,neg
道德不好,neg
道德敗壞,neg
道旁苦李,neg
道西說東,neg
道貌岸然,neg
道路以目,neg
道邊苦李,neg
遺老遺少,neg
遺臭萬年,neg
遙遙無期,neg
適居其反,neg
適情任欲,neg
遮三瞞四,neg
遮人耳目,neg
遮天蔽日,neg
避涼附炎,neg
避實就虛,neg
避而不談,neg
避重就輕,neg
邋遢女人,neg
邋邋遢遢,neg
邋裡邋遢,neg
那麼沒用,neg
邪門歪道,neg
邪魔外道,neg
邪魔怪道,neg
邪魔歪道,neg
邯鄲匍匐,neg
邯鄲學步,neg
郁郁不樂,neg
郁郁寡歡,neg
郊寒島瘦,neg
郢書燕說,neg
部分質變,neg
鄙吝復萌,neg
鄙夷不屑,neg
酒後之勇,neg
酒囊飯包,neg
酒囊飯袋,neg
酒病花愁,neg
酒綠燈紅,neg
酒肉兄弟,neg
酒肉朋友,neg
酒色之徒,neg
酒色財氣,neg
酒食征逐,neg
酒食徵逐,neg
酣歌恆舞,neg
酣歌醉舞,neg
酩酊大醉,neg
酸不溜丟,neg
酸文假醋,neg
酸的東西,neg
醉死夢生,neg
醉生夢死,neg
醉舞狂歌,neg
醴酒不設,neg
釁稔惡盈,neg
重義輕生,neg
重厚少文,neg
重新陷入,neg
重氣輕命,neg
重氣輕生,neg
重男輕女,neg
重規疊矩,neg
重財輕義,neg
重足而立,neg
重蹈覆轍,neg
重逆無道,neg
野心勃勃,neg
野草閑花,neg
野調無腔,neg
野馬無缰,neg
金盡裘敝,neg
金本位制,neg
金枷玉鎖,neg
金瓶落井,neg
金貂換酒,neg
金迷紙醉,neg
釜中生魚,neg
鑒貌辨色,neg
釣名欺世,neg
釣名沽譽,neg
釣名要譽,neg
釣譽沽名,neg
鈍口拙腮,neg
鐘鳴鼎食,neg
鉤心斗角,neg
鉤深圖遠,neg
鉤爪鋸牙,neg
鉤章棘句,neg
鑽冰取火,neg
鑽冰求火,neg
鑽天打洞,neg
鑽天覓縫,neg
鑽頭覓縫,neg
鑽故紙堆,neg
鑽牛角尖,neg
鑽皮出羽,neg
鑽穴逾垣,neg
鑽穴逾牆,neg
鑽穴逾隙,neg
鑽隙逾牆,neg
鐵心木腸,neg
鐵石心腸,neg
鐵血政策,neg
銅臭滿身,neg
銖施兩較,neg
鋌而走險,neg
鑄木鏤冰,neg
鋪張揚厲,neg
鋪張浪費,neg
銷神流志,neg
銷魂奪魄,neg
鋒芒不露,neg
鋒芒必露,neg
鋒芒畢露,neg
鋒芒逼人,neg
錯失良機,neg
錯的是你,neg
錯認顏標,neg
錯誤百出,neg
錦衣玉食,neg
鋸牙鉤爪,neg
錙銖必較,neg
錙銖較量,neg
鏤冰炊礫,neg
鏤冰雕朽,neg
鏤脂翦楮,neg
鐫空妄實,neg
鏡分鸞鳳,neg
鏡花水月,neg
鏡裡採花,neg
長夜難明,neg
長安少年,neg
長惡不悛,neg
長惡靡悛,neg
長期不和,neg
長期爭斗,neg
長期折磨,neg
長材小試,neg
長眠不醒,neg
長篇累牘,neg
長蛇封豕,neg
長袖善舞,neg
門單戶薄,neg
門堪羅雀,neg
門戶之見,neg
門衰祚薄,neg
閃爍其辭,neg
閉關自守,neg
閉關鎖國,neg
閉目塞聽,neg
閉門思過,neg
閉門謝客,neg
閉門造車,neg
問官答花,neg
問心有愧,neg
問柳尋花,neg
問柳評花,neg
問舍求田,neg
問道於盲,neg
問長問短,neg
閑雜人員,neg
閑神野鬼,neg
閑花埜草,neg
閑花野草,neg
閑言冷語,neg
閑言雜語,neg
閑言淡語,neg
閑言碎語,neg
閑言閑語,neg
閑閑沒事,neg
閎侈不經,neg
悶悶不樂,neg
鬧鬧哄哄,neg
